"municipio","low_cost","mean(precio_gasoleo_a, na.rm = TRUE)","mean(precio_gasolina_95_e5_premium, na.rm = TRUE)","max(precio_gasoleo_a, na.rm = TRUE)","max(precio_gasolina_95_e5_premium, na.rm = TRUE)","min(precio_gasoleo_a, na.rm = TRUE)","min(precio_gasolina_95_e5_premium, na.rm = TRUE)"
"San Vitero",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Sanchidrián",FALSE,1.349,NA,1.349,-Inf,1.349,Inf
"Sancti-Spíritus",FALSE,1.431,NA,1.431,-Inf,1.431,Inf
"Sancti-Spíritus",TRUE,1.41233333333333,NA,1.419,-Inf,1.409,Inf
"Sangarcía",FALSE,1.389,NA,1.389,-Inf,1.389,Inf
"Sangüesa/Zangoza",FALSE,1.342,NA,1.385,-Inf,1.299,Inf
"Sanlúcar de Barrameda",FALSE,1.3225,NA,1.374,-Inf,1.269,Inf
"Sanlúcar de Barrameda",TRUE,1.379,NA,1.399,-Inf,1.369,Inf
"Sanlúcar la Mayor",FALSE,1.339,NA,1.339,-Inf,1.339,Inf
"Sanlúcar la Mayor",TRUE,1.394,NA,1.399,-Inf,1.389,Inf
"Sant Adrià de Besòs",FALSE,1.298,NA,1.379,-Inf,1.217,Inf
"Sant Adrià de Besòs",TRUE,1.36825,1.594,1.439,1.594,1.234,1.594
"Sant Andreu de la Barca",FALSE,1.3165,1.469,1.329,1.469,1.289,1.469
"Sant Andreu de Llavaneres",FALSE,1.269,NA,1.299,-Inf,1.239,Inf
"Sant Antoni de Portmany",TRUE,1.491,1.689,1.499,1.719,1.489,1.659
"Sant Antoni de Vilamajor",FALSE,1.419,NA,1.419,-Inf,1.419,Inf
"Sant Boi de Llobregat",FALSE,1.35314285714286,NA,1.439,-Inf,1.229,Inf
"Sant Boi de Llobregat",TRUE,1.37425,NA,1.475,-Inf,1.269,Inf
"Sant Carles de la Ràpita",FALSE,1.264,NA,1.264,-Inf,1.264,Inf
"Sant Carles de la Ràpita",TRUE,1.399,NA,1.429,-Inf,1.359,Inf
"Sant Celoni",FALSE,1.354,NA,1.429,-Inf,1.279,Inf
"Sant Celoni",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Sant Cugat del Vallès",FALSE,1.345,NA,1.449,-Inf,1.259,Inf
"Sant Cugat del Vallès",TRUE,1.457,NA,1.469,-Inf,1.449,Inf
"Sant Cugat Sesgarrigues",FALSE,1.186,NA,1.186,-Inf,1.186,Inf
"Sant Cugat Sesgarrigues",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Sant Esteve Sesrovires",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Sant Esteve Sesrovires",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Sant Feliu de Buixalleu",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Sant Feliu de Guíxols",TRUE,1.389,NA,1.399,-Inf,1.379,Inf
"Sant Feliu de Llobregat",FALSE,1.32866666666667,1.469,1.359,1.469,1.298,1.469
"Sant Feliu de Llobregat",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Sant Fost de Campsentelles",FALSE,1.338,NA,1.338,-Inf,1.338,Inf
"Sant Fruitós de Bages",FALSE,1.26,NA,1.359,-Inf,1.202,Inf
"Sant Fruitós de Bages",TRUE,1.399,NA,1.409,-Inf,1.389,Inf
"Sant Gregori",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Sant Guim de Freixenet",FALSE,1.179,NA,1.179,-Inf,1.179,Inf
"Sant Hilari Sacalm",FALSE,1.339,NA,1.409,-Inf,1.269,Inf
"Sant Iscle de Vallalta",FALSE,1.389,NA,1.389,-Inf,1.389,Inf
"Sant Jaume d'Enveja",FALSE,1.192,NA,1.192,-Inf,1.192,Inf
"Sant Jaume d'Enveja",TRUE,1.399,1.587,1.399,1.587,1.399,1.587
"Sant Jaume de Llierca",FALSE,1.389,NA,1.389,-Inf,1.389,Inf
"Sant Jaume dels Domenys",TRUE,1.459,1.609,1.459,1.609,1.459,1.609
"Sant Joan",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Sant Joan d'Alacant",FALSE,1.2965,NA,1.379,-Inf,1.269,Inf
"Sant Joan d'Alacant",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Sant Joan de Labritja",TRUE,1.499,NA,1.499,-Inf,1.499,Inf
"Sant Joan de les Abadesses",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Sant Joan de Moró",FALSE,1.359,NA,1.359,-Inf,1.359,Inf
"Sant Joan de Moró",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Sant Joan de Vilatorrada",FALSE,1.29233333333333,NA,1.319,-Inf,1.249,Inf
"Sant Joan Despí",FALSE,1.3865,NA,1.429,-Inf,1.318,Inf
"Sant Joan Despí",TRUE,1.394,NA,1.419,-Inf,1.369,Inf
"Sant Joan les Fonts",TRUE,1.449,NA,1.449,-Inf,1.449,Inf
"Sant Jordi Desvalls",FALSE,1.247,NA,1.247,-Inf,1.247,Inf
"Sant Josep de sa Talaia",FALSE,1.489,NA,1.489,-Inf,1.489,Inf
"Sant Josep de sa Talaia",TRUE,1.489,1.659,1.489,1.659,1.489,1.659
"Sant Just Desvern",FALSE,1.349,NA,1.419,-Inf,1.279,Inf
"Sant Just Desvern",TRUE,1.449,NA,1.449,-Inf,1.449,Inf
"Sant Llorenç d'Hortons",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Sant Llorenç de Morunys",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Sant Llorenç des Cardassar",TRUE,1.42733333333333,1.609,1.435,1.609,1.418,1.609
"Sant Lluís",FALSE,1.464,NA,1.489,-Inf,1.439,Inf
"Sant Martí Sarroca",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Sant Mateu",FALSE,1.389,NA,1.389,-Inf,1.389,Inf
"Sant Pere de Ribes",FALSE,1.354,NA,1.399,-Inf,1.309,Inf
"Sant Pere de Ribes",TRUE,1.469,NA,1.469,-Inf,1.469,Inf
"Sant Pere de Riudebitlles",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Sant Pere de Torelló",TRUE,1.299,NA,1.299,-Inf,1.299,Inf
"Sant Pere Pescador",FALSE,1.279,NA,1.279,-Inf,1.279,Inf
"Sant Pere Sallavinera",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Sant Pol de Mar",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Sant Quirze de Besora",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Sant Quirze del Vallès",FALSE,1.26366666666667,NA,1.305,-Inf,1.237,Inf
"Sant Quirze del Vallès",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Sant Ramon",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Sant Sadurní d'Anoia",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Sant Sadurní d'Anoia",TRUE,1.369,1.589,1.419,1.589,1.319,1.589
"Sant Salvador de Guardiola",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Sant Vicenç de Castellet",FALSE,1.339,NA,1.399,-Inf,1.279,Inf
"Sant Vicenç de Montalt",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Sant Vicenç de Torelló",FALSE,1.219,NA,1.219,-Inf,1.219,Inf
"Sant Vicenç dels Horts",FALSE,1.35833333333333,1.469,1.419,1.469,1.327,1.469
"Sant Vicenç dels Horts",TRUE,1.379,NA,1.439,-Inf,1.289,Inf
"Santa Amalia",FALSE,1.2705,NA,1.31,-Inf,1.231,Inf
"Santa Amalia",TRUE,1.449,1.539,1.449,1.539,1.449,1.539
"Santa Ana de Pusa",FALSE,1.3295,NA,1.399,-Inf,1.26,Inf
"Santa Bàrbara",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Santa Bárbara de Casa",FALSE,1.339,NA,1.339,-Inf,1.339,Inf
"Santa Brígida",FALSE,1.109,NA,1.109,-Inf,1.109,Inf
"Santa Coloma de Farners",FALSE,1.31766666666667,NA,1.395,-Inf,1.269,Inf
"Santa Coloma de Gramenet",FALSE,1.378,NA,1.378,-Inf,1.378,Inf
"Santa Coloma de Gramenet",TRUE,1.432,NA,1.449,-Inf,1.415,Inf
"Santa Coloma de Queralt",FALSE,1.205,NA,1.205,-Inf,1.205,Inf
"Santa Comba",FALSE,1.37625,NA,1.398,-Inf,1.329,Inf
"Santa Comba",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Santa Cristina d'Aro",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Santa Cristina de Valmadrigal",FALSE,1.439,NA,1.439,-Inf,1.439,Inf
"Santa Cruz de Bezana",FALSE,1.34425,NA,1.419,-Inf,1.249,Inf
"Santa Cruz de Bezana",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Santa Cruz de la Palma",FALSE,1.204,NA,1.204,-Inf,1.204,Inf
"Santa Cruz de la Sierra",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Santa Cruz de la Zarza",FALSE,1.244,NA,1.244,-Inf,1.244,Inf
"Santa Cruz de la Zarza",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Santa Cruz de Moya",FALSE,1.278,NA,1.278,-Inf,1.278,Inf
"Santa Cruz de Mudela",FALSE,1.3435,NA,1.409,-Inf,1.278,Inf
"Santa Cruz de Mudela",TRUE,1.413,NA,1.419,-Inf,1.401,Inf
"Santa Cruz de Tenerife",FALSE,1.12275,NA,1.271,-Inf,0.979,Inf
"Santa Cruz de Tenerife",TRUE,1.12733333333333,NA,1.139,-Inf,1.109,Inf
"Santa Cruz del Retamar",FALSE,1.339,NA,1.369,-Inf,1.309,Inf
"Santa Elena",FALSE,1.3635,NA,1.408,-Inf,1.319,Inf
"Santa Elena",TRUE,1.4085,NA,1.418,-Inf,1.399,Inf
"Santa Eugènia",TRUE,1.439,1.619,1.439,1.619,1.439,1.619
"Santa Eulalia",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Santa Eulàlia de Ronçana",FALSE,1.439,NA,1.439,-Inf,1.439,Inf
"Santa Eulalia del Río",FALSE,1.4515,NA,1.494,-Inf,1.409,Inf
"Santa Eulalia del Río",TRUE,1.49566666666667,NA,1.499,-Inf,1.489,Inf
"Santa Fe",FALSE,1.304,NA,1.389,-Inf,1.275,Inf
"Santa Fe",TRUE,1.38766666666667,NA,1.389,-Inf,1.385,Inf
"Santa Fe de Mondújar",FALSE,1.389,NA,1.389,-Inf,1.389,Inf
"Santa Llogaia d'Àlguema",FALSE,1.269,NA,1.269,-Inf,1.269,Inf
"Santa Llogaia d'Àlguema",TRUE,1.349,NA,1.349,-Inf,1.349,Inf
"Santa Lucía de Tirajana",FALSE,1.08133333333333,NA,1.108,-Inf,1.015,Inf
"Santa Lucía de Tirajana",TRUE,1.075,NA,1.075,-Inf,1.075,Inf
"Santa Magdalena de Pulpis",TRUE,1.375,NA,1.375,-Inf,1.375,Inf
"Santa Margalida",FALSE,1.448,NA,1.448,-Inf,1.448,Inf
"Santa Margalida",TRUE,1.449,NA,1.449,-Inf,1.449,Inf
"Santa Margarida i els Monjos",TRUE,1.359,NA,1.359,-Inf,1.359,Inf
"Santa María de Cayón",FALSE,1.359,NA,1.359,-Inf,1.359,Inf
"Santa María de Cayón",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Santa Maria de Corcó",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Santa María de Guía de Gran Canaria",FALSE,1.10233333333333,NA,1.109,-Inf,1.099,Inf
"Santa María de Guía de Gran Canaria",TRUE,1.079,NA,1.079,-Inf,1.079,Inf
"Santa María de Huerta",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Santa María de la Isla",FALSE,1.289,NA,1.289,-Inf,1.289,Inf
"Santa María de la Vega",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Santa María de los Caballeros",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Santa María de los Llanos",FALSE,1.26,NA,1.26,-Inf,1.26,Inf
"Santa María de los Llanos",TRUE,1.459,NA,1.459,-Inf,1.459,Inf
"Santa Maria de Miralles",FALSE,1.249,1.369,1.249,1.369,1.249,1.369
"Santa Maria de Palautordera",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Santa Maria de Palautordera",TRUE,1.439,NA,1.459,-Inf,1.419,Inf
"Santa María del Camí",TRUE,1.437,NA,1.439,-Inf,1.435,Inf
"Santa María del Campo",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Santa María del Campo Rus",FALSE,1.309,NA,1.309,-Inf,1.309,Inf
"Santa María del Páramo",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Santa María la Real de Nieva",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Santa María Rivarredonda",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Santa Marta",FALSE,1.354,NA,1.354,-Inf,1.354,Inf
"Santa Marta",TRUE,1.419,NA,1.429,-Inf,1.409,Inf
"Santa Marta de Tormes",FALSE,1.263,NA,1.267,-Inf,1.259,Inf
"Santa Marta de Tormes",TRUE,1.379,1.479,1.409,1.479,1.289,1.479
"Santa Olalla",FALSE,1.347,NA,1.347,-Inf,1.347,Inf
"Santa Olalla",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Santa Olalla del Cala",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Santa Olalla del Cala",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Santa Oliva",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Santa Perpètua de Mogoda",FALSE,1.3385,NA,1.449,-Inf,1.259,Inf
"Santa Perpètua de Mogoda",TRUE,1.43122222222222,1.623,1.459,1.623,1.379,1.623
"Santa Pola",FALSE,1.29566666666667,NA,1.385,-Inf,1.259,Inf
"Santa Pola",TRUE,1.404,1.638,1.419,1.638,1.389,1.638
"Santa Susanna",FALSE,1.294,NA,1.359,-Inf,1.229,Inf
"Santa Susanna",TRUE,1.279,NA,1.279,-Inf,1.279,Inf
"Santa Úrsula",FALSE,1.009,NA,1.009,-Inf,1.009,Inf
"Santa Úrsula",TRUE,0.998,NA,0.998,-Inf,0.998,Inf
"Santacara",FALSE,1.419,NA,1.419,-Inf,1.419,Inf
"Santaella",FALSE,1.334,NA,1.339,-Inf,1.329,Inf
"Santaella",TRUE,1.33566666666667,NA,1.369,-Inf,1.269,Inf
"Santander",FALSE,1.32407692307692,NA,1.419,-Inf,1.225,Inf
"Santander",TRUE,1.392,NA,1.419,-Inf,1.275,Inf
"Santanyí",TRUE,1.449,1.63566666666667,1.479,1.639,1.429,1.629
"Santiago-Pontones",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Santiago de Compostela",FALSE,1.33488888888889,NA,1.409,-Inf,1.277,Inf
"Santiago de Compostela",TRUE,1.4365,NA,1.469,-Inf,1.288,Inf
"Santiago del Campo",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Santiago del Teide",FALSE,1.13366666666667,NA,1.139,-Inf,1.125,Inf
"Santiago del Teide",TRUE,1.099,NA,1.099,-Inf,1.099,Inf
"Santibáñez de la Peña",TRUE,1.359,NA,1.359,-Inf,1.359,Inf
"Santillana del Mar",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Santiponce",FALSE,1.324,NA,1.409,-Inf,1.239,Inf
"Santisteban del Puerto",FALSE,1.335,NA,1.36,-Inf,1.31,Inf
"Santisteban del Puerto",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Santiurde de Toranzo",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Santo Domingo-Caudilla",FALSE,1.317,NA,1.317,-Inf,1.317,Inf
"Santo Tomé",FALSE,1.345,NA,1.45,-Inf,1.24,Inf
"Santo Tomé",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Santo Tomé del Puerto",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Santomera",FALSE,1.335,NA,1.369,-Inf,1.301,Inf
"Santomera",TRUE,1.407,NA,1.419,-Inf,1.389,Inf
"Santoña",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Santos de Maimona (Los)",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Santos de Maimona (Los)",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Santovenia",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Santovenia de la Valdoncina",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Santovenia de Pisuerga",FALSE,1.348,NA,1.376,-Inf,1.32,Inf
"Santpedor",FALSE,1.206,NA,1.206,-Inf,1.206,Inf
"Santpedor",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Santurtzi",FALSE,1.277,NA,1.277,-Inf,1.277,Inf
"Santurtzi",TRUE,1.444,NA,1.459,-Inf,1.429,Inf
"Sanxenxo",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Sanxenxo",TRUE,1.414,NA,1.429,-Inf,1.369,Inf
"Sanzoles",FALSE,1.339,NA,1.339,-Inf,1.339,Inf
"Sardón de Duero",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Sariegos",FALSE,1.419,NA,1.419,-Inf,1.419,Inf
"Sariñena",FALSE,1.249,NA,1.249,-Inf,1.249,Inf
"Sariñena",TRUE,1.359,NA,1.359,-Inf,1.359,Inf
"Sarracín",TRUE,1.42233333333333,NA,1.429,-Inf,1.419,Inf
"Sarral",FALSE,1.307,NA,1.307,-Inf,1.307,Inf
"Sarria",FALSE,1.372,NA,1.415,-Inf,1.329,Inf
"Sarria",TRUE,1.4055,NA,1.429,-Inf,1.365,Inf
"Sarrià de Ter",FALSE,1.30566666666667,NA,1.329,-Inf,1.289,Inf
"Sarrión",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Sartaguda",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Sasamón",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Sástago",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Sástago",TRUE,1.309,NA,1.309,-Inf,1.309,Inf
"Saúca",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Saucejo (El)",FALSE,1.27,NA,1.27,-Inf,1.27,Inf
"Saus",FALSE,1.309,NA,1.309,-Inf,1.309,Inf
"Sauzal (El)",FALSE,1.111,NA,1.119,-Inf,1.099,Inf
"Sauzal (El)",TRUE,1.0965,NA,1.104,-Inf,1.089,Inf
"Saviñao (O)",FALSE,1.36,NA,1.36,-Inf,1.36,Inf
"Saviñao (O)",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Sax",TRUE,1.399,1.598,1.429,1.638,1.389,1.578
"Sayalonga",FALSE,1.32,NA,1.32,-Inf,1.32,Inf
"Sedaví",FALSE,1.389,NA,1.389,-Inf,1.389,Inf
"Sedaví",TRUE,1.369,1.638,1.379,1.638,1.359,1.638
"Segorbe",FALSE,1.382,NA,1.409,-Inf,1.345,Inf
"Segovia",FALSE,1.349,NA,1.409,-Inf,1.309,Inf
"Segovia",TRUE,1.414,1.58833333333333,1.419,1.599,1.409,1.583
"Segura de la Sierra",FALSE,1.36,NA,1.36,-Inf,1.36,Inf
"Segura de la Sierra",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Selva del Camp (La)",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Selva del Camp (La)",TRUE,1.429,1.609,1.429,1.609,1.429,1.609
"Sena",TRUE,1.349,NA,1.349,-Inf,1.349,Inf
"Sena de Luna",TRUE,1.469,NA,1.469,-Inf,1.469,Inf
"Sencelles",TRUE,1.449,NA,1.449,-Inf,1.449,Inf
"Sénia (La)",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Sentmenat",FALSE,1.304,NA,1.369,-Inf,1.239,Inf
"Sentmenat",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Sepúlveda",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Serinyà",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Serna del Monte (La)",FALSE,1.429,NA,1.429,-Inf,1.429,Inf
"Serna del Monte (La)",TRUE,1.449,NA,1.449,-Inf,1.449,Inf
"Seròs",FALSE,1.269,NA,1.269,-Inf,1.269,Inf
"Serra de Daró",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Serrada",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Seseña",FALSE,1.3685,NA,1.439,-Inf,1.298,Inf
"Seseña",TRUE,1.43642857142857,1.548,1.495,1.548,1.335,1.548
"Sesma",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Sestao",FALSE,1.424,NA,1.449,-Inf,1.399,Inf
"Sestao",TRUE,1.459,NA,1.459,-Inf,1.459,Inf
"Setenil de las Bodegas",FALSE,1.249,NA,1.249,-Inf,1.249,Inf
"Setenil de las Bodegas",TRUE,1.298,NA,1.298,-Inf,1.298,Inf
"Seu d'Urgell (La)",TRUE,1.388,NA,1.388,-Inf,1.388,Inf
"Seva",FALSE,1.223,NA,1.259,-Inf,1.187,Inf
"Sevilla la Nueva",TRUE,1.394,NA,1.399,-Inf,1.389,Inf
"Sevilleja de la Jara",FALSE,1.404,NA,1.409,-Inf,1.399,Inf
"Sidamon",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Siero",FALSE,1.35775,NA,1.419,-Inf,1.289,Inf
"Siero",TRUE,1.39588888888889,NA,1.419,-Inf,1.375,Inf
"Sierra de Luna",FALSE,1.275,NA,1.275,-Inf,1.275,Inf
"Sierra de Yeguas",FALSE,1.329,NA,1.329,-Inf,1.329,Inf
"Sierra de Yeguas",TRUE,1.359,NA,1.359,-Inf,1.359,Inf
"Sierra Engarcerán",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Siétamo",TRUE,1.359,NA,1.359,-Inf,1.359,Inf
"Siete Aguas",TRUE,1.415,NA,1.415,-Inf,1.415,Inf
"Siete Iglesias de Trabancos",TRUE,1.395,1.568,1.395,1.568,1.395,1.568
"Sigüenza",TRUE,1.4305,NA,1.432,-Inf,1.429,Inf
"Siles",FALSE,1.347,NA,1.399,-Inf,1.295,Inf
"Silla",FALSE,1.286,NA,1.329,-Inf,1.26,Inf
"Silla",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Silleda",FALSE,1.299,NA,1.309,-Inf,1.289,Inf
"Silleda",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Silos (Los)",FALSE,1.119,NA,1.119,-Inf,1.119,Inf
"Sils",FALSE,1.439,NA,1.439,-Inf,1.439,Inf
"Sils",TRUE,1.435,NA,1.435,-Inf,1.435,Inf
"Simancas",TRUE,1.399,NA,1.419,-Inf,1.389,Inf
"Simat de la Valldigna",FALSE,1.289,NA,1.289,-Inf,1.289,Inf
"Sinarcas",FALSE,1.357,NA,1.357,-Inf,1.357,Inf
"Sineu",TRUE,1.444,NA,1.459,-Inf,1.429,Inf
"Siruela",FALSE,1.355,NA,1.355,-Inf,1.355,Inf
"Sisante",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Sitges",FALSE,1.429,NA,1.429,-Inf,1.429,Inf
"Sitges",TRUE,1.469,1.649,1.469,1.649,1.469,1.649
"Soba",FALSE,1.29,NA,1.29,-Inf,1.29,Inf
"Sobradiel",FALSE,1.389,NA,1.389,-Inf,1.389,Inf
"Sobradiel",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Sobrado",TRUE,1.378,NA,1.378,-Inf,1.378,Inf
"Socovos",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Socuéllamos",FALSE,1.2865,NA,1.287,-Inf,1.286,Inf
"Socuéllamos",TRUE,1.3774,NA,1.409,-Inf,1.365,Inf
"Solana (La)",FALSE,1.28366666666667,NA,1.327,-Inf,1.247,Inf
"Solana (La)",TRUE,1.414,NA,1.419,-Inf,1.409,Inf
"Solana de los Barros",FALSE,1.25,NA,1.25,-Inf,1.25,Inf
"Solana de los Barros",TRUE,1.449,NA,1.449,-Inf,1.449,Inf
"Solivella",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Sollana",FALSE,1.364,NA,1.369,-Inf,1.359,Inf
"Sóller",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Solórzano",FALSE,1.359,NA,1.359,-Inf,1.359,Inf
"Solosancho",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Solsona",FALSE,1.19,NA,1.19,-Inf,1.19,Inf
"Solsona",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Somosierra",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Son Servera",TRUE,1.418,NA,1.418,-Inf,1.418,Inf
"Soneja",FALSE,1.2545,NA,1.26,-Inf,1.249,Inf
"Sonseca",FALSE,1.2675,NA,1.308,-Inf,1.227,Inf
"Sonseca",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Sopelana",TRUE,1.364,NA,1.369,-Inf,1.359,Inf
"Sopuerta",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Sorbas",FALSE,1.3635,NA,1.369,-Inf,1.358,Inf
"Soria",FALSE,1.28233333333333,NA,1.299,-Inf,1.269,Inf
"Soria",TRUE,1.38333333333333,NA,1.389,-Inf,1.379,Inf
"Soriguera",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Sorihuela del Guadalimar",FALSE,1.36,NA,1.36,-Inf,1.36,Inf
"Sorihuela del Guadalimar",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Sort",FALSE,1.195,NA,1.195,-Inf,1.195,Inf
"Sos del Rey Católico",FALSE,1.29,NA,1.29,-Inf,1.29,Inf
"Soses",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Soses",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Sot de Ferrer",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Sotillo de la Adrada",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Soto del Barco",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Soto del Barco",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Soto del Real",FALSE,1.419,NA,1.419,-Inf,1.419,Inf
"Sotonera (La)",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Suances",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Subirats",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Sudanell",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Sueca",FALSE,1.33816666666667,NA,1.379,-Inf,1.288,Inf
"Sueca",TRUE,1.364,NA,1.379,-Inf,1.359,Inf
"Sunyer",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Súria",FALSE,1.269,NA,1.269,-Inf,1.269,Inf
"Súria",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Tabernas",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Tabernas",TRUE,1.399,NA,1.409,-Inf,1.389,Inf
"Taboada",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Taboadela",FALSE,1.358,NA,1.358,-Inf,1.358,Inf
"Taboadela",TRUE,1.395,1.583,1.395,1.583,1.395,1.583
"Tabuenca",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Tacoronte",FALSE,1.102,NA,1.109,-Inf,1.088,Inf
"Tacoronte",TRUE,1.099,NA,1.109,-Inf,1.089,Inf
"Tafalla",FALSE,1.366,NA,1.419,-Inf,1.289,Inf
"Tafalla",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Tagamanent",FALSE,1.439,NA,1.439,-Inf,1.439,Inf
"Tagamanent",TRUE,1.449,NA,1.449,-Inf,1.449,Inf
"Talamanca de Jarama",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
