"municipio","low_cost","mean(precio_gasoleo_a, na.rm = TRUE)","mean(precio_gasolina_95_e5_premium, na.rm = TRUE)","max(precio_gasoleo_a, na.rm = TRUE)","max(precio_gasolina_95_e5_premium, na.rm = TRUE)","min(precio_gasoleo_a, na.rm = TRUE)","min(precio_gasolina_95_e5_premium, na.rm = TRUE)"
"Alovera",TRUE,1.419,NA,1.429,-Inf,1.409,Inf
"Alozaina",FALSE,1.346,NA,1.346,-Inf,1.346,Inf
"Alpedrete",FALSE,1.284,NA,1.369,-Inf,1.199,Inf
"Alpedrete",TRUE,1.419,1.609,1.419,1.609,1.419,1.609
"Alpera",FALSE,1.258,NA,1.258,-Inf,1.258,Inf
"Alpicat",FALSE,1.3465,NA,1.434,-Inf,1.259,Inf
"Alpicat",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Alpuente",FALSE,1.279,NA,1.279,-Inf,1.279,Inf
"Alquería de la Condesa/Alqueria de la Comtessa (l')",FALSE,1.329,NA,1.329,-Inf,1.329,Inf
"Alquería de la Condesa/Alqueria de la Comtessa (l')",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Alquerías del Niño Perdido",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Altafulla",TRUE,1.431,1.625,1.439,1.625,1.425,1.625
"Altea",FALSE,1.332,NA,1.409,-Inf,1.255,Inf
"Altea",TRUE,1.4115,NA,1.419,-Inf,1.409,Inf
"Altorricón",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Altsasu/Alsasua",FALSE,1.334,NA,1.409,-Inf,1.259,Inf
"Altsasu/Alsasua",TRUE,1.391,NA,1.395,-Inf,1.389,Inf
"Altura",FALSE,1.336,NA,1.336,-Inf,1.336,Inf
"Alzira",FALSE,1.3038,NA,1.409,-Inf,1.209,Inf
"Alzira",TRUE,1.4065,NA,1.429,-Inf,1.359,Inf
"Ambel",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Amer",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Ames",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Ames",TRUE,1.398,NA,1.398,-Inf,1.398,Inf
"Améscoa Baja",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Ametlla de Mar (L')",FALSE,1.2335,NA,1.249,-Inf,1.218,Inf
"Ametlla de Mar (L')",TRUE,1.4065,NA,1.409,-Inf,1.404,Inf
"Ametlla del Vallès (L')",FALSE,1.359,NA,1.449,-Inf,1.269,Inf
"Ameyugo",TRUE,1.465,NA,1.465,-Inf,1.465,Inf
"Amorebieta-Etxano",FALSE,1.459,NA,1.459,-Inf,1.459,Inf
"Amorebieta-Etxano",TRUE,1.449,NA,1.449,-Inf,1.449,Inf
"Ampolla (L')",FALSE,1.3485,NA,1.379,-Inf,1.318,Inf
"Ampolla (L')",TRUE,1.3565,NA,1.379,-Inf,1.334,Inf
"Amposta",FALSE,1.2286,1.39,1.279,1.39,1.192,1.39
"Amposta",TRUE,1.3815,NA,1.409,-Inf,1.339,Inf
"Ampudia",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Ampuero",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Amurrio",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Amurrio",TRUE,1.445,NA,1.445,-Inf,1.445,Inf
"Amusco",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Andilla",FALSE,1.319,NA,1.319,-Inf,1.319,Inf
"Andoain",FALSE,1.349,1.509,1.419,1.509,1.279,1.509
"Andorra",FALSE,1.264,NA,1.264,-Inf,1.264,Inf
"Andorra",TRUE,1.365,NA,1.365,-Inf,1.365,Inf
"Andosilla",FALSE,1.28,NA,1.28,-Inf,1.28,Inf
"Andratx",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Andújar",FALSE,1.3477,1.589,1.429,1.589,1.167,1.589
"Andújar",TRUE,1.401,1.571,1.419,1.579,1.389,1.563
"Anglès",TRUE,1.369,NA,1.389,-Inf,1.349,Inf
"Anglesola",FALSE,1.189,NA,1.189,-Inf,1.189,Inf
"Aniñón",FALSE,1.324,NA,1.324,-Inf,1.324,Inf
"Anna",FALSE,1.329,NA,1.329,-Inf,1.329,Inf
"Ansoáin",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Antas",FALSE,1.3315,NA,1.364,-Inf,1.299,Inf
"Antas",TRUE,1.384,NA,1.399,-Inf,1.369,Inf
"Antas de Ulla",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Antequera",FALSE,1.30009090909091,NA,1.419,-Inf,1.187,Inf
"Antequera",TRUE,1.4115,NA,1.419,-Inf,1.389,Inf
"Antigua",FALSE,1.161,NA,1.173,-Inf,1.149,Inf
"Antigua",TRUE,1.159,NA,1.159,-Inf,1.159,Inf
"Antigua (La)",FALSE,1.429,NA,1.429,-Inf,1.429,Inf
"Anue",FALSE,1.349,NA,1.349,-Inf,1.349,Inf
"Añora",FALSE,1.339,NA,1.339,-Inf,1.339,Inf
"Añover de Tajo",FALSE,1.376,NA,1.459,-Inf,1.3,Inf
"Aoiz/Agoitz",FALSE,1.389,NA,1.389,-Inf,1.389,Inf
"Aracena",FALSE,1.37233333333333,NA,1.379,-Inf,1.359,Inf
"Aracena",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Arafo",FALSE,1.094,NA,1.109,-Inf,1.079,Inf
"Arafo",TRUE,1.084,NA,1.089,-Inf,1.079,Inf
"Arahal",FALSE,1.309,NA,1.319,-Inf,1.299,Inf
"Arahal",TRUE,1.4045,NA,1.409,-Inf,1.391,Inf
"Araitz",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Arakil",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Aranda de Duero",FALSE,1.30690909090909,NA,1.379,-Inf,1.245,Inf
"Aranda de Duero",TRUE,1.3685,NA,1.379,-Inf,1.358,Inf
"Aranguren",FALSE,1.293,NA,1.299,-Inf,1.287,Inf
"Aranguren",TRUE,1.424,NA,1.439,-Inf,1.409,Inf
"Aranjuez",FALSE,1.362,NA,1.419,-Inf,1.298,Inf
"Aranjuez",TRUE,1.37233333333333,1.546,1.409,1.553,1.349,1.539
"Arapiles",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Arapiles",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Arbeca",TRUE,1.225,NA,1.225,-Inf,1.225,Inf
"Arbo",FALSE,1.365,NA,1.365,-Inf,1.365,Inf
"Arbo",TRUE,1.368,NA,1.368,-Inf,1.368,Inf
"Arboç (L')",FALSE,1.419,NA,1.419,-Inf,1.419,Inf
"Arboç (L')",TRUE,1.439,1.619,1.459,1.619,1.419,1.619
"Arboleas",FALSE,1.229,NA,1.249,-Inf,1.209,Inf
"Arbúcies",FALSE,1.229,NA,1.269,-Inf,1.189,Inf
"Arbúcies",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Archena",FALSE,1.286,1.409,1.3,1.409,1.279,1.409
"Archena",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Archidona",FALSE,1.294,NA,1.359,-Inf,1.229,Inf
"Archidona",TRUE,1.389,NA,1.399,-Inf,1.379,Inf
"Arcos",FALSE,1.249,NA,1.249,-Inf,1.249,Inf
"Arcos (Los)",FALSE,1.2915,NA,1.299,-Inf,1.284,Inf
"Arcos (Los)",TRUE,1.449,NA,1.449,-Inf,1.449,Inf
"Arcos de Jalón",FALSE,1.187,NA,1.187,-Inf,1.187,Inf
"Arcos de Jalón",TRUE,1.39766666666667,1.563,1.409,1.563,1.385,1.563
"Arcos de la Frontera",FALSE,1.35014285714286,NA,1.379,-Inf,1.309,Inf
"Arcos de la Frontera",TRUE,1.36133333333333,1.573,1.409,1.573,1.298,1.573
"Ardales",FALSE,1.3025,NA,1.316,-Inf,1.289,Inf
"Ardón",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Arén",FALSE,1.35,NA,1.35,-Inf,1.35,Inf
"Arenales de San Gregorio",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Arenas de Iguña",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Arenas de San Juan",FALSE,1.24,NA,1.24,-Inf,1.24,Inf
"Arenas de San Juan",TRUE,1.417,NA,1.417,-Inf,1.417,Inf
"Arenas de San Pedro",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Arenys de Mar",FALSE,1.399,NA,1.429,-Inf,1.369,Inf
"Arenys de Munt",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Arévalo",FALSE,1.429,NA,1.429,-Inf,1.429,Inf
"Arévalo",TRUE,1.419,NA,1.439,-Inf,1.399,Inf
"Argamasilla de Alba",FALSE,1.30233333333333,NA,1.369,-Inf,1.259,Inf
"Argamasilla de Alba",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Argamasilla de Calatrava",FALSE,1.31666666666667,NA,1.369,-Inf,1.286,Inf
"Argamasilla de Calatrava",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Arganda del Rey",FALSE,1.3415,NA,1.429,-Inf,1.299,Inf
"Arganda del Rey",TRUE,1.4305,NA,1.432,-Inf,1.429,Inf
"Argentona",FALSE,1.449,NA,1.449,-Inf,1.449,Inf
"Argés",FALSE,1.309,NA,1.309,-Inf,1.309,Inf
"Argés",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Arguedas",FALSE,1.314,NA,1.329,-Inf,1.299,Inf
"Arico",FALSE,1.0915,NA,1.094,-Inf,1.089,Inf
"Arico",TRUE,1.08733333333333,NA,1.094,-Inf,1.079,Inf
"Ariza",TRUE,1.379,1.574,1.379,1.574,1.379,1.574
"Arjona",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Arjonilla",FALSE,1.292,NA,1.369,-Inf,1.215,Inf
"Armilla",FALSE,1.2454,NA,1.279,-Inf,1.207,Inf
"Armilla",TRUE,1.369,1.579,1.389,1.579,1.349,1.579
"Arnedo",FALSE,1.345,NA,1.345,-Inf,1.345,Inf
"Arnedo",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Arnuero",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Arnuero",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Aroche",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Arona",FALSE,1.1076,NA,1.134,-Inf,1.087,Inf
"Arona",TRUE,1.1148,NA,1.134,-Inf,1.099,Inf
"Arquillos",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Arraia-Maeztu",FALSE,1.145,NA,1.145,-Inf,1.145,Inf
"Arrasate/Mondragón",FALSE,1.40066666666667,NA,1.439,-Inf,1.374,Inf
"Arrasate/Mondragón",TRUE,1.4015,NA,1.449,-Inf,1.354,Inf
"Arrazua-Ubarrundia",FALSE,1.439,NA,1.439,-Inf,1.439,Inf
"Arrecife",FALSE,1.15663636363636,NA,1.162,-Inf,1.153,Inf
"Arrecife",TRUE,1.15666666666667,NA,1.159,-Inf,1.153,Inf
"Arriate",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Arrigorriaga",FALSE,1.444,1.619,1.469,1.619,1.419,1.619
"Arróniz",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Arroyo de la Encomienda",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Arroyo de la Luz",TRUE,1.355,NA,1.355,-Inf,1.355,Inf
"Arroyo de San Serván",TRUE,1.459,NA,1.459,-Inf,1.459,Inf
"Arroyo del Ojanco",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Arroyomolinos",FALSE,1.349,NA,1.349,-Inf,1.349,Inf
"Arroyomolinos",TRUE,1.409,NA,1.429,-Inf,1.389,Inf
"Artà",FALSE,1.439,NA,1.439,-Inf,1.439,Inf
"Artà",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Artajona",FALSE,1.3095,NA,1.329,-Inf,1.29,Inf
"Artana",FALSE,1.359,NA,1.359,-Inf,1.359,Inf
"Artea",FALSE,1.439,NA,1.439,-Inf,1.439,Inf
"Arteixo",FALSE,1.344,NA,1.389,-Inf,1.299,Inf
"Arteixo",TRUE,1.41066666666667,NA,1.419,-Inf,1.399,Inf
"Artenara",FALSE,1.099,NA,1.099,-Inf,1.099,Inf
"Artés",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Artesa de Lleida",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Artesa de Segre",FALSE,1.329,NA,1.399,-Inf,1.259,Inf
"Artziniega",FALSE,1.415,NA,1.415,-Inf,1.415,Inf
"Arucas",FALSE,1.096125,NA,1.109,-Inf,1.079,Inf
"Arucas",TRUE,1.089,NA,1.089,-Inf,1.089,Inf
"Arzúa",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Arzúa",TRUE,1.399,NA,1.409,-Inf,1.389,Inf
"Aspa",FALSE,1.25,NA,1.25,-Inf,1.25,Inf
"Asparrena",FALSE,1.417,NA,1.417,-Inf,1.417,Inf
"Asparrena",TRUE,1.349,NA,1.349,-Inf,1.349,Inf
"Aspe",FALSE,1.3286,NA,1.375,-Inf,1.267,Inf
"Aspe",TRUE,1.35566666666667,NA,1.389,-Inf,1.309,Inf
"Astigarraga",FALSE,1.384,NA,1.449,-Inf,1.319,Inf
"Astillero (El)",FALSE,1.34433333333333,NA,1.385,-Inf,1.309,Inf
"Astillero (El)",TRUE,1.385,NA,1.385,-Inf,1.385,Inf
"Astorga",FALSE,1.349,NA,1.349,-Inf,1.349,Inf
"Astorga",TRUE,1.449,1.569,1.459,1.569,1.439,1.569
"Atalaya del Cañavate",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Ataquines",FALSE,1.289,NA,1.289,-Inf,1.289,Inf
"Ataquines",TRUE,1.388,NA,1.388,-Inf,1.388,Inf
"Atarfe",FALSE,1.2776,NA,1.278,-Inf,1.276,Inf
"Atarfe",TRUE,1.372,1.568,1.385,1.568,1.359,1.568
"Ataun",FALSE,1.429,NA,1.429,-Inf,1.429,Inf
"Ateca",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Atienza",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Atzeneta del Maestrat",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Autol",FALSE,1.319,NA,1.319,-Inf,1.319,Inf
"Autol",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Ávila",FALSE,1.338,NA,1.429,-Inf,1.279,Inf
"Ávila",TRUE,1.414,1.596,1.439,1.603,1.339,1.589
"Avilés",FALSE,1.30314285714286,1.5765,1.389,1.589,1.247,1.564
"Avilés",TRUE,1.3965,1.588,1.409,1.588,1.389,1.588
"Avinyó",FALSE,1.399,1.609,1.399,1.609,1.399,1.609
"Avinyonet de Puigventós",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Avión",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Ayamonte",FALSE,1.3765,NA,1.399,-Inf,1.354,Inf
"Ayamonte",TRUE,1.359,NA,1.379,-Inf,1.334,Inf
"Ayerbe",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Ayllón",FALSE,1.359,NA,1.359,-Inf,1.359,Inf
"Ayora",FALSE,1.253,NA,1.259,-Inf,1.247,Inf
"Ayora",TRUE,1.365,NA,1.365,-Inf,1.365,Inf
"Azagra",FALSE,1.319,NA,1.319,-Inf,1.319,Inf
"Azkoitia",FALSE,1.419,NA,1.429,-Inf,1.409,Inf
"Aznalcázar",FALSE,1.339,NA,1.339,-Inf,1.339,Inf
"Aznalcázar",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Aznalcóllar",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Azpeitia",FALSE,1.41233333333333,NA,1.429,-Inf,1.389,Inf
"Azuaga",FALSE,1.374,NA,1.379,-Inf,1.369,Inf
"Azuaga",TRUE,1.459,NA,1.459,-Inf,1.459,Inf
"Azuara",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Azuqueca de Henares",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Azuqueca de Henares",TRUE,1.41433333333333,1.583,1.429,1.583,1.395,1.583
"Badajoz",FALSE,1.32275,NA,1.454,-Inf,1.139,Inf
"Badajoz",TRUE,1.4200625,1.563,1.519,1.563,1.319,1.563
"Badalona",FALSE,1.33244444444444,NA,1.429,-Inf,1.184,Inf
"Badalona",TRUE,1.42225,1.629,1.449,1.629,1.365,1.629
"Badia del Vallès",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Badolatosa",FALSE,1.321,NA,1.379,-Inf,1.263,Inf
"Baena",FALSE,1.3,NA,1.389,-Inf,1.26,Inf
"Baena",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Baeza",FALSE,1.28425,NA,1.399,-Inf,1.238,Inf
"Baeza",TRUE,1.40233333333333,NA,1.409,-Inf,1.399,Inf
"Bailén",FALSE,1.382,NA,1.409,-Inf,1.329,Inf
"Bailén",TRUE,1.3955,1.5585,1.409,1.563,1.379,1.554
"Baiona",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Bakio",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Balaguer",FALSE,1.27,NA,1.32,-Inf,1.191,Inf
"Balaguer",TRUE,1.394,NA,1.399,-Inf,1.389,Inf
"Balazote",FALSE,1.366,NA,1.366,-Inf,1.366,Inf
"Balbases (Los)",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Baleira",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Balenyà",FALSE,1.279,NA,1.279,-Inf,1.279,Inf
"Ballobar",TRUE,1.35,NA,1.35,-Inf,1.35,Inf
"Balmaseda",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Balsareny",FALSE,1.275,NA,1.275,-Inf,1.275,Inf
"Baltanás",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Baltanás",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Bande",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Banyeres de Mariola",FALSE,1.289,NA,1.289,-Inf,1.289,Inf
"Banyeres de Mariola",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Banyoles",FALSE,1.309,NA,1.389,-Inf,1.239,Inf
"Banyoles",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Baña (A)",TRUE,1.425,NA,1.429,-Inf,1.421,Inf
"Bañares",FALSE,1.208,NA,1.208,-Inf,1.208,Inf
"Bañares",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Bañeza (La)",FALSE,1.379,NA,1.429,-Inf,1.329,Inf
"Bañeza (La)",TRUE,1.419,NA,1.429,-Inf,1.409,Inf
"Bañón",FALSE,1.219,NA,1.219,-Inf,1.219,Inf
"Baños de la Encina",FALSE,1.374,NA,1.379,-Inf,1.369,Inf
"Baños de Montemayor",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Baños de Río Tobía",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Barajas de Melo",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Barakaldo",FALSE,1.357,NA,1.357,-Inf,1.357,Inf
"Barakaldo",TRUE,1.434,NA,1.459,-Inf,1.394,Inf
"Baralla",FALSE,1.439,NA,1.459,-Inf,1.419,Inf
"Barañain",TRUE,1.389,1.589,1.389,1.589,1.389,1.589
"Barásoain",FALSE,1.268,NA,1.268,-Inf,1.268,Inf
"Barbadás",FALSE,1.419,NA,1.419,-Inf,1.419,Inf
"Barbadás",TRUE,1.389,NA,1.424,-Inf,1.354,Inf
"Barbastro",FALSE,1.339,NA,1.349,-Inf,1.329,Inf
"Barbastro",TRUE,1.3838,NA,1.395,-Inf,1.375,Inf
"Barbate",FALSE,1.309,NA,1.309,-Inf,1.309,Inf
"Barbate",TRUE,1.37766666666667,1.633,1.385,1.633,1.369,1.633
"Barberà del Vallès",FALSE,1.36566666666667,NA,1.439,-Inf,1.329,Inf
"Barberà del Vallès",TRUE,1.449,NA,1.449,-Inf,1.449,Inf
"Barcarrota",FALSE,1.309,NA,1.309,-Inf,1.309,Inf
"Barcarrota",TRUE,1.395,NA,1.395,-Inf,1.395,Inf
"Bárcena de Cicero",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Barco de Ávila (El)",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Barco de Valdeorras (O)",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Bargas",FALSE,1.389,NA,1.399,-Inf,1.379,Inf
"Barlovento",TRUE,1.204,NA,1.204,-Inf,1.204,Inf
"Barracas",TRUE,1.375,NA,1.375,-Inf,1.375,Inf
"Barrachina",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Barraco (El)",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Barraco (El)",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Barrado",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Barrax",FALSE,1.3315,NA,1.366,-Inf,1.297,Inf
"Barreiros",FALSE,1.335,NA,1.335,-Inf,1.335,Inf
"Barreiros",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Barrios (Los)",FALSE,1.34033333333333,NA,1.379,-Inf,1.257,Inf
"Barrios (Los)",TRUE,1.393,1.569,1.409,1.569,1.385,1.569
"Barro",FALSE,1.289,NA,1.289,-Inf,1.289,Inf
"Barro",TRUE,1.389,1.539,1.389,1.539,1.389,1.539
"Barruecopardo",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Barruelo de Santullán",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Barxeta",FALSE,1.339,NA,1.339,-Inf,1.339,Inf
"Basauri",FALSE,1.3225,NA,1.429,-Inf,1.255,Inf
"Basauri",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Bàscara",FALSE,1.349,NA,1.349,-Inf,1.349,Inf
"Basconcillos del Tozo",TRUE,1.398,NA,1.398,-Inf,1.398,Inf
"Bassella",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Batea",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Bausen",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Baza",FALSE,1.37185714285714,NA,1.639,-Inf,1.289,Inf
"Baza",TRUE,1.389,NA,1.399,-Inf,1.379,Inf
"Baztan",FALSE,1.33933333333333,NA,1.38,-Inf,1.299,Inf
"Baztan",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Beade",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Beas",FALSE,1.309,NA,1.309,-Inf,1.309,Inf
"Beas",TRUE,1.24,NA,1.24,-Inf,1.24,Inf
"Beas de Segura",FALSE,1.285,NA,1.31,-Inf,1.26,Inf
"Beas de Segura",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Beasain",TRUE,1.44425,NA,1.449,-Inf,1.434,Inf
"Becerreá",FALSE,1.418,NA,1.418,-Inf,1.418,Inf
"Becerril de la Sierra",FALSE,1.339,NA,1.339,-Inf,1.339,Inf
"Becilla de Valderaduey",FALSE,1.259,NA,1.259,-Inf,1.259,Inf
"Becilla de Valderaduey",TRUE,1.365,NA,1.365,-Inf,1.365,Inf
"Bedmar y Garcíez",FALSE,1.3345,NA,1.399,-Inf,1.27,Inf
"Begíjar",FALSE,1.328,NA,1.389,-Inf,1.267,Inf
"Begonte",FALSE,1.324,NA,1.399,-Inf,1.249,Inf
"Begues",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Begur",FALSE,1.292,NA,1.386,-Inf,1.198,Inf
"Béjar",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Bejís",FALSE,1.359,NA,1.359,-Inf,1.359,Inf
"Belalcázar",FALSE,1.27,NA,1.315,-Inf,1.225,Inf
"Belchite",FALSE,1.319,NA,1.319,-Inf,1.319,Inf
"Belchite",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Belinchón",TRUE,1.42566666666667,NA,1.429,-Inf,1.419,Inf
"Bell-lloc d'Urgell",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Bellcaire d'Empordà",FALSE,1.269,NA,1.269,-Inf,1.269,Inf
"Bellcaire d'Urgell",FALSE,1.198,NA,1.198,-Inf,1.198,Inf
"Bellcaire d'Urgell",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Bello",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Bellpuig",FALSE,1.2545,NA,1.31,-Inf,1.199,Inf
"Bellpuig",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Bellreguard",TRUE,NA,1.529,-Inf,1.529,Inf,1.529
"Bellvei",TRUE,1.449,NA,1.449,-Inf,1.449,Inf
"Bellver de Cerdanya",FALSE,1.3105,NA,1.314,-Inf,1.307,Inf
"Bellver de Cerdanya",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Bellvís",FALSE,1.387,NA,1.387,-Inf,1.387,Inf
"Belmez",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Bélmez de la Moraleda",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Belmonte",FALSE,1.3245,NA,1.399,-Inf,1.25,Inf
"Belmonte de Miranda",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Belorado",TRUE,1.4035,NA,1.409,-Inf,1.398,Inf
"Belvís de la Jara",FALSE,1.24,NA,1.24,-Inf,1.24,Inf
"Belvís de Monroy",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Bembibre",FALSE,1.479,NA,1.479,-Inf,1.479,Inf
"Bembibre",TRUE,1.419,NA,1.429,-Inf,1.409,Inf
"Benabarre",FALSE,1.33,NA,1.33,-Inf,1.33,Inf
"Benabarre",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Benacazón",FALSE,1.322,NA,1.359,-Inf,1.285,Inf
"Benaguasil",FALSE,1.26566666666667,NA,1.269,-Inf,1.259,Inf
"Benaguasil",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Benahadux",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Benalmádena",FALSE,1.34325,NA,1.409,-Inf,1.299,Inf
"Benalmádena",TRUE,1.405,NA,1.429,-Inf,1.389,Inf
"Benalúa",TRUE,1.3,NA,1.3,-Inf,1.3,Inf
"Benalúa de las Villas",FALSE,1.216,NA,1.216,-Inf,1.216,Inf
"Benalúa de las Villas",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Benalup-Casas Viejas",FALSE,1.345,NA,1.351,-Inf,1.339,Inf
"Benamargosa",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Benamaurel",TRUE,1.405,NA,1.405,-Inf,1.405,Inf
"Benamejí",FALSE,1.2995,NA,1.339,-Inf,1.26,Inf
"Benamejí",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Benaoján",FALSE,1.359,NA,1.359,-Inf,1.359,Inf
"Benasal",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Benasque",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Benavent de Segrià",FALSE,1.239,NA,1.239,-Inf,1.239,Inf
"Benavente",FALSE,1.3545,NA,1.429,-Inf,1.259,Inf
"Benavente",TRUE,1.394,NA,1.419,-Inf,1.369,Inf
"Beneixama",FALSE,1.299,NA,1.309,-Inf,1.289,Inf
"Beneixida",TRUE,1.243,NA,1.243,-Inf,1.243,Inf
"Benejúzar",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Benetússer",FALSE,1.328,NA,1.328,-Inf,1.328,Inf
"Beniarjó",FALSE,1.289,NA,1.289,-Inf,1.289,Inf
"Benicarló",FALSE,1.325,NA,1.359,-Inf,1.259,Inf
